Datum;Bolag;Antal annonser;Antal tjanster;Nya annonser 30d;Nya tjanster 30d;Nya annonser 14d;Nya tjanster 14d;Nya annonser 7d;Nya tjanster 7d;Aktivitetstakt % (14d);% heltid;% tills vidare;% lang;% kort;% erfarenhet kravs;Top 3 regioner (totalt);Top 3 regioner (14 dagar);Top 3 yrkesomraden;Top 5 yrkesgrupper
2026-06-24;TNG Group;43;43;40;40;16;16;9;9;37.2;95.3;93.0;0.0;4.7;100.0;Stockholms län (27) | Västra Götalands län (5) | Örebro län (5);Stockholms län (9) | Västra Götalands län (4) | Gotlands län (1);Data/IT (14) | Försäljning, inköp, marknadsföring (10) | Administration, ekonomi, juridik (7);Mjukvaru- och systemutvecklare m.fl. (12) | Företagssäljare (7) | Maskinställare och maskinoperatörer, metallarbete (3) | Inköpare och upphandlare (3) | Kundtjänstpersonal (3)
2026-06-24;Eterni Sweden;77;115;74;109;43;53;20;23;55.8;94.8;100.0;0.0;0.0;100.0;Kronobergs län (16) | Västra Götalands län (15) | Jönköpings län (13);Kronobergs län (12) | Västra Götalands län (8) | Skåne län (7);Industriell tillverkning (32) | Transport, distribution, lager (8) | Administration, ekonomi, juridik (8);Maskinställare och maskinoperatörer, metallarbete (10) | Montörer, metall-, gummi- och plastprodukter (7) | Truckförare (6) | Ingenjörer och tekniker inom maskinteknik (6) | Lednings- och organisationsutvecklare (4)
2026-06-24;Friday;139;141;92;92;36;36;16;16;25.9;100.0;97.1;0.0;2.9;100.0;Västra Götalands län (46) | Stockholms län (32) | Östergötlands län (24);Stockholms län (10) | Västra Götalands län (10) | Skåne län (7);Yrken med teknisk inriktning (73) | Data/IT (39) | Bygg och anläggning (6);Ingenjörer och tekniker inom maskinteknik (24) | Mjukvaru- och systemutvecklare m.fl. (22) | Civilingenjörsyrken inom maskinteknik (13) | Ingenjörer och tekniker inom elektroteknik (12) | Ingenjörer och tekniker inom industri, logistik och produktionsplanering (8)
2026-06-24;Gazella;5;5;4;4;1;1;0;0;20.0;100.0;80.0;0.0;20.0;100.0;Stockholms län (5);Stockholms län (1);Administration, ekonomi, juridik (4) | Chefer och verksamhetsledare (1);Controller (2) | Redovisningsekonomer (2) | Ekonomi- och finanschefer (1)
2026-06-24;Insitepart;12;16;7;7;5;5;3;3;41.7;25.0;0.0;0.0;25.0;100.0;Stockholms län (5) | Örebro län (2) | Jönköpings län (2);Stockholms län (2) | Kronobergs län (1) | Uppsala län (1);Transport, distribution, lager (12);Lager- och terminalpersonal (10) | Truckförare (2)
2026-06-24;Wikan Personal;50;68;46;64;30;38;17;17;60.0;94.0;52.0;0.0;44.0;100.0;Skåne län (22) | Gävleborgs län (7) | Kronobergs län (6);Skåne län (12) | Jönköpings län (4) | Kronobergs län (4);Industriell tillverkning (19) | Transport, distribution, lager (9) | Bygg och anläggning (7);Maskinställare och maskinoperatörer, metallarbete (8) | Lager- och terminalpersonal (6) | Svetsare och gasskärare (3) | Lastbilsförare m.fl. (2) | Montörer, elektrisk och elektronisk utrustning (2)
2026-06-24;Konsultia;48;98;47;97;30;63;15;31;62.5;95.8;20.8;0.0;75.0;100.0;Norrbottens län (17) | Västra Götalands län (13) | Västerbottens län (7);Norrbottens län (12) | Västra Götalands län (10) | Västerbottens län (5);Industriell tillverkning (16) | Transport, distribution, lager (10) | Installation, drift, underhåll (8);Maskinställare och maskinoperatörer, metallarbete (7) | Lager- och terminalpersonal (4) | Montörer, elektrisk och elektronisk utrustning (4) | Personal- och HR-specialister (4) | Underhållsmekaniker och maskinreparatörer (3)
2026-06-25;Manpower;53;229;51;225;31;134;18;78;58.5;69.8;20.8;0.0;50.9;100.0;Västra Götalands län (19) | Västmanlands län (7) | Skåne län (6);Västra Götalands län (13) | Skåne län (4) | Uppsala län (3);Industriell tillverkning (19) | Transport, distribution, lager (11) | Administration, ekonomi, juridik (9);Maskinställare och maskinoperatörer, metallarbete (5) | Lager- och terminalpersonal (5) | Svetsare och gasskärare (4) | Kundtjänstpersonal (3) | Övriga kontorsassistenter och sekreterare (3)
2026-06-25;Lernia;187;213;143;147;99;99;25;25;52.9;87.2;18.2;0.0;71.1;100.0;Västra Götalands län (57) | Hallands län (26) | Jönköpings län (21);Västra Götalands län (30) | Hallands län (13) | Jönköpings län (12);Industriell tillverkning (70) | Transport, distribution, lager (36) | Installation, drift, underhåll (27);Maskinställare och maskinoperatörer, metallarbete (21) | Truckförare (21) | Underhållsmekaniker och maskinreparatörer (13) | Lager- och terminalpersonal (10) | Betongarbetare (9)
2026-06-25;Adecco;139;249;135;232;70;113;32;62;50.4;87.8;30.2;0.0;59.7;100.0;Västra Götalands län (33) | Stockholms län (18) | Skåne län (14);Västra Götalands län (15) | Stockholms län (15) | Västmanlands län (7);Yrken med teknisk inriktning (33) | Industriell tillverkning (28) | Administration, ekonomi, juridik (26);Ingenjörer och tekniker inom maskinteknik (15) | Övriga kontorsassistenter och sekreterare (6) | Truckförare (6) | Maskinställare och maskinoperatörer, metallarbete (6) | Fordonsmontörer (5)
2026-06-25;Perido;18;18;18;18;10;10;4;4;55.6;94.4;33.3;0.0;66.7;100.0;Västra Götalands län (8) | Östergötlands län (4) | Stockholms län (3);Västra Götalands län (4) | Östergötlands län (3) | Stockholms län (1);Administration, ekonomi, juridik (6) | Försäljning, inköp, marknadsföring (5) | Data/IT (3);Företagssäljare (2) | Löne- och personaladministratörer (2) | Inköpare och upphandlare (2) | Ingenjörer och tekniker inom maskinteknik (2) | Personal- och HR-specialister (1)
2026-06-25;Randstad;177;333;125;209;73;135;38;53;41.2;98.9;33.9;0.0;65.5;100.0;Västra Götalands län (57) | Stockholms län (32) | Östergötlands län (29);Västra Götalands län (20) | Stockholms län (18) | Östergötlands län (7);Installation, drift, underhåll (29) | Administration, ekonomi, juridik (27) | Yrken med teknisk inriktning (26);Underhållsmekaniker och maskinreparatörer (15) | Maskinställare och maskinoperatörer, metallarbete (14) | Civilingenjörsyrken inom maskinteknik (10) | Företagssäljare (9) | Löne- och personaladministratörer (7)
2026-06-25;Academic Work;363;363;270;270;137;137;60;60;37.7;88.7;11.6;0.0;88.4;100.0;Stockholms län (128) | Skåne län (53) | Västra Götalands län (40);Stockholms län (52) | Skåne län (16) | Västra Götalands län (15);Administration, ekonomi, juridik (83) | Data/IT (81) | Yrken med teknisk inriktning (67);Mjukvaru- och systemutvecklare m.fl. (39) | Övriga kontorsassistenter och sekreterare (17) | Ingenjörer och tekniker inom elektroteknik (17) | Företagssäljare (15) | Ingenjörer och tekniker inom maskinteknik (15)
2026-06-25;Studentconsulting;183;588;163;516;85;190;55;133;46.4;71.6;0.0;0.0;100.0;100.0;Skåne län (38) | Västra Götalands län (26) | Östergötlands län (25);Skåne län (19) | Stockholms län (11) | Västra Götalands län (10);Transport, distribution, lager (80) | Administration, ekonomi, juridik (29) | Försäljning, inköp, marknadsföring (27);Lager- och terminalpersonal (31) | Lastbilsförare m.fl. (23) | Truckförare (14) | Telefonförsäljare m.fl. (12) | Kundtjänstpersonal (9)
2026-06-25;Poolia;71;74;68;71;53;54;29;30;74.6;50.7;31.0;0.0;21.1;100.0;Östergötlands län (19) | Skåne län (11) | Stockholms län (9);Östergötlands län (12) | Skåne län (8) | Stockholms län (7);Administration, ekonomi, juridik (27) | Försäljning, inköp, marknadsföring (13) | Data/IT (12);Inköpare och upphandlare (7) | Personal- och HR-specialister (5) | Ekonomiassistenter m.fl. (5) | Supporttekniker, IT (4) | Systemförvaltare m.fl. (4)
2026-06-25;Uniflex;147;215;120;148;69;71;29;30;46.9;89.1;17.7;0.0;75.5;100.0;Jönköpings län (33) | Västra Götalands län (28) | Stockholms län (15);Västra Götalands län (16) | Stockholms län (10) | Jönköpings län (9);Industriell tillverkning (57) | Transport, distribution, lager (42) | Bygg och anläggning (14);Lager- och terminalpersonal (27) | Truckförare (11) | Maskinställare och maskinoperatörer, metallarbete (9) | Montörer, metall-, gummi- och plastprodukter (7) | Motorfordonsmekaniker och fordonsreparatörer (7)
2026-06-25;OnePartnerGroup;156;238;137;217;89;134;42;70;57.1;94.2;90.4;0.0;9.0;100.0;Jönköpings län (34) | Västra Götalands län (23) | Kronobergs län (14);Jönköpings län (12) | Västra Götalands län (11) | Norrbottens län (10);Industriell tillverkning (39) | Transport, distribution, lager (20) | Installation, drift, underhåll (19);Företagssäljare (14) | Underhållsmekaniker och maskinreparatörer (11) | Lager- och terminalpersonal (11) | Truckförare (7) | Maskinställare och maskinoperatörer, metallarbete (7)
2026-06-25;Skill;61;68;55;59;38;42;15;15;62.3;90.2;49.2;0.0;41.0;100.0;Östergötlands län (36) | Västra Götalands län (16) | Jönköpings län (3);Östergötlands län (22) | Västra Götalands län (11) | Jönköpings län (2);Yrken med teknisk inriktning (23) | Industriell tillverkning (13) | Försäljning, inköp, marknadsföring (9);Ingenjörer och tekniker inom maskinteknik (11) | Civilingenjörsyrken inom maskinteknik (6) | Maskinställare och maskinoperatörer, metallarbete (5) | Marknadsanalytiker och marknadsförare m.fl. (4) | Inköpare och upphandlare (3)
2026-06-25;Arena Personal;99;99;65;65;42;42;32;32;42.4;79.8;36.4;0.0;43.4;100.0;Stockholms län (27) | Södermanlands län (23) | Västra Götalands län (10);Södermanlands län (8) | Stockholms län (8) | Örebro län (5);Transport, distribution, lager (74) | Sanering och renhållning (6) | Administration, ekonomi, juridik (5);Lastbilsförare m.fl. (57) | Lager- och terminalpersonal (9) | Truckförare (6) | Städare (4) | Bilrekonditionerare, fönsterputsare m.fl. (2)
2026-06-25;Tranpenad;39;47;9;9;4;4;4;4;10.3;82.1;43.6;0.0;43.6;100.0;Västra Götalands län (24) | Stockholms län (5) | Uppsala län (4);Västra Götalands län (4);Transport, distribution, lager (30) | Yrken med teknisk inriktning (3) | Chefer och verksamhetsledare (2);Lager- och terminalpersonal (19) | Truckförare (10) | Maskinställare och maskinoperatörer, metallarbete (2) | Ingenjörer och tekniker inom maskinteknik (2) | Övriga administrations- och servicechefer (1)
2026-06-25;Jobandtalent;110;125;65;65;33;33;21;21;30.0;77.3;17.3;0.0;63.6;99.1;Östergötlands län (38) | Stockholms län (25) | Västra Götalands län (12);Stockholms län (9) | Skåne län (6) | Västra Götalands län (5);Transport, distribution, lager (52) | Industriell tillverkning (16) | Installation, drift, underhåll (12);Lastbilsförare m.fl. (36) | Lager- och terminalpersonal (10) | Truckförare (5) | Butikssäljare, dagligvaror (4) | Ingenjörer och tekniker inom industri, logistik och produktionsplanering (3)
2026-06-25;NearYou;70;108;59;85;43;63;20;23;61.4;90.0;50.0;0.0;41.4;100.0;Västra Götalands län (45) | Jönköpings län (8) | Kalmar län (7);Västra Götalands län (26) | Jönköpings län (6) | Hallands län (4);Industriell tillverkning (29) | Transport, distribution, lager (10) | Chefer och verksamhetsledare (5);Maskinställare och maskinoperatörer, metallarbete (11) | Truckförare (5) | Montörer, elektrisk och elektronisk utrustning (5) | Maskinoperatörer, gummiindustri (4) | Mjukvaru- och systemutvecklare m.fl. (3)
2026-06-25;SJR;30;30;29;29;19;19;13;13;63.3;23.3;20.0;0.0;3.3;100.0;Stockholms län (21) | Skåne län (4) | Uppsala län (3);Stockholms län (14) | Skåne län (2) | Uppsala län (2);Administration, ekonomi, juridik (23) | Försäljning, inköp, marknadsföring (3) | Data/IT (2);Redovisningsekonomer (12) | Ekonomiassistenter m.fl. (6) | Löne- och personaladministratörer (2) | Inköpare och upphandlare (2) | Ekonomi- och finanschefer (2)
2026-06-25;Clockwork;54;76;51;72;34;49;24;34;63.0;75.9;44.4;0.0;44.4;100.0;Dalarnas län (13) | Stockholms län (11) | Västerbottens län (6);Stockholms län (11) | Västerbottens län (5) | Gävleborgs län (4);Pedagogik (12) | Yrken med teknisk inriktning (8) | Administration, ekonomi, juridik (8);Truckförare (4) | Grovarbetare inom bygg och anläggning (3) | Inköpare och upphandlare (3) | Kundtjänstpersonal (3) | Speciallärare och specialpedagoger m.fl. (3)
2026-06-25;Logent;30;41;19;19;12;12;5;5;40.0;80.0;26.7;0.0;53.3;100.0;Skåne län (9) | Västra Götalands län (6) | Stockholms län (6);Skåne län (4) | Stockholms län (3) | Hallands län (2);Transport, distribution, lager (16) | Industriell tillverkning (5) | Försäljning, inköp, marknadsföring (4);Lager- och terminalpersonal (11) | Övriga bil-, motorcykel- och cykelförare (3) | Systemförvaltare m.fl. (2) | Ordersamordnare m.fl. (2) | Speditörer och transportmäklare (2)
2026-06-25;Bemannia;42;42;39;39;29;29;16;16;69.0;52.4;4.8;0.0;47.6;100.0;Stockholms län (16) | Västra Götalands län (9) | Dalarnas län (7);Stockholms län (10) | Västra Götalands län (7) | Dalarnas län (4);Administration, ekonomi, juridik (15) | Pedagogik (9) | Installation, drift, underhåll (3);Personal- och HR-specialister (5) | Löne- och personaladministratörer (3) | Barnskötare (3) | Grundskollärare (3) | Övriga montörer (2)
2026-06-25;Framtiden i Sverige;122;123;96;97;42;43;21;22;34.4;100.0;100.0;0.0;0.0;100.0;Östergötlands län (23) | Stockholms län (22) | Jönköpings län (18);Jönköpings län (10) | Östergötlands län (8) | Stockholms län (6);Yrken med teknisk inriktning (47) | Data/IT (24) | Bygg och anläggning (11);Ingenjörer och tekniker inom maskinteknik (15) | Ingenjörer och tekniker inom elektroteknik (8) | Företagssäljare (8) | Mjukvaru- och systemutvecklare m.fl. (8) | Systemadministratörer (6)
2026-06-25;Professionals Nord;193;212;157;176;107;112;56;59;55.4;95.3;91.7;0.0;7.8;100.0;Norrbottens län (59) | Västra Götalands län (29) | Stockholms län (20);Norrbottens län (26) | Västra Götalands län (20) | Västerbottens län (12);Installation, drift, underhåll (38) | Bygg och anläggning (37) | Yrken med teknisk inriktning (36);Företagssäljare (14) | Civilingenjörsyrken inom maskinteknik (11) | Underhållsmekaniker och maskinreparatörer (10) | VVS-montörer m.fl. (10) | Civilingenjörsyrken inom elektroteknik (9)
2026-06-25;Bravura;140;140;84;84;37;37;6;6;26.4;90.7;73.6;0.0;17.1;100.0;Stockholms län (63) | Skåne län (24) | Västra Götalands län (14);Stockholms län (16) | Skåne län (9) | Västra Götalands län (3);Administration, ekonomi, juridik (27) | Data/IT (25) | Försäljning, inköp, marknadsföring (23);Kundtjänstpersonal (15) | Mjukvaru- och systemutvecklare m.fl. (14) | Företagssäljare (12) | Transportledare och transportsamordnare (10) | Civilingenjörsyrken inom logistik och produktionsplanering (7)
2026-06-25;Jurek;37;37;34;34;22;22;13;13;59.5;56.8;10.8;0.0;54.1;100.0;Stockholms län (17) | Östergötlands län (8) | Västra Götalands län (6);Stockholms län (10) | Östergötlands län (5) | Västra Götalands län (3);Administration, ekonomi, juridik (29) | Försäljning, inköp, marknadsföring (3) | Chefer och verksamhetsledare (2);Personal- och HR-specialister (7) | Övriga kontorsassistenter och sekreterare (5) | Ekonomiassistenter m.fl. (4) | Redovisningsekonomer (3) | Inköpare och upphandlare (3)
2026-06-25;TNG Group;43;43;40;40;17;17;10;10;39.5;95.3;93.0;0.0;4.7;100.0;Stockholms län (26) | Örebro län (6) | Västra Götalands län (5);Stockholms län (10) | Västra Götalands län (4) | Örebro län (1);Data/IT (13) | Försäljning, inköp, marknadsföring (10) | Administration, ekonomi, juridik (7);Mjukvaru- och systemutvecklare m.fl. (11) | Företagssäljare (7) | Maskinställare och maskinoperatörer, metallarbete (3) | Personal- och HR-specialister (3) | Inköpare och upphandlare (3)
2026-06-25;Eterni Sweden;76;114;73;108;38;48;19;22;50.0;94.7;100.0;0.0;0.0;100.0;Kronobergs län (16) | Västra Götalands län (15) | Jönköpings län (13);Kronobergs län (8) | Västra Götalands län (8) | Skåne län (6);Industriell tillverkning (32) | Transport, distribution, lager (8) | Administration, ekonomi, juridik (8);Maskinställare och maskinoperatörer, metallarbete (10) | Montörer, metall-, gummi- och plastprodukter (7) | Truckförare (6) | Ingenjörer och tekniker inom maskinteknik (5) | Lednings- och organisationsutvecklare (4)
2026-06-25;Friday;136;138;94;94;35;35;15;15;25.7;100.0;97.1;0.0;2.9;100.0;Västra Götalands län (44) | Stockholms län (30) | Östergötlands län (25);Västra Götalands län (10) | Stockholms län (9) | Skåne län (5);Yrken med teknisk inriktning (69) | Data/IT (39) | Bygg och anläggning (6);Ingenjörer och tekniker inom maskinteknik (23) | Mjukvaru- och systemutvecklare m.fl. (22) | Ingenjörer och tekniker inom elektroteknik (13) | Civilingenjörsyrken inom maskinteknik (13) | Systemtestare och testledare (8)
2026-06-25;Gazella;5;5;4;4;1;1;0;0;20.0;100.0;80.0;0.0;20.0;100.0;Stockholms län (5);Stockholms län (1);Administration, ekonomi, juridik (4) | Chefer och verksamhetsledare (1);Controller (2) | Redovisningsekonomer (2) | Ekonomi- och finanschefer (1)
2026-06-25;Insitepart;12;16;6;6;4;4;2;2;33.3;25.0;0.0;0.0;25.0;100.0;Stockholms län (5) | Örebro län (2) | Jönköpings län (2);Stockholms län (2) | Kronobergs län (1) | Uppsala län (1);Transport, distribution, lager (12);Lager- och terminalpersonal (10) | Truckförare (2)
2026-06-25;Wikan Personal;55;73;50;68;34;44;22;24;61.8;94.5;49.1;0.0;47.3;100.0;Skåne län (22) | Kronobergs län (10) | Gävleborgs län (7);Skåne län (12) | Kronobergs län (8) | Jönköpings län (4);Industriell tillverkning (23) | Transport, distribution, lager (9) | Bygg och anläggning (7);Maskinställare och maskinoperatörer, metallarbete (9) | Lager- och terminalpersonal (6) | Montörer, träprodukter (2) | Fordonsmontörer (2) | Lastbilsförare m.fl. (2)
2026-06-25;Konsultia;51;104;48;101;32;65;16;32;62.7;96.1;19.6;0.0;76.5;100.0;Norrbottens län (19) | Västra Götalands län (13) | Västerbottens län (7);Norrbottens län (13) | Västra Götalands län (11) | Västerbottens län (4);Industriell tillverkning (19) | Transport, distribution, lager (10) | Installation, drift, underhåll (8);Maskinställare och maskinoperatörer, metallarbete (9) | Lager- och terminalpersonal (4) | Montörer, elektrisk och elektronisk utrustning (4) | Personal- och HR-specialister (4) | Underhållsmekaniker och maskinreparatörer (3)
2026-06-26;Manpower;47;215;45;211;24;112;9;42;51.1;72.3;23.4;0.0;51.1;100.0;Västra Götalands län (15) | Skåne län (6) | Västmanlands län (6);Västra Götalands län (9) | Skåne län (5) | Västernorrlands län (2);Industriell tillverkning (18) | Transport, distribution, lager (9) | Administration, ekonomi, juridik (7);Lager- och terminalpersonal (4) | Svetsare och gasskärare (4) | Maskinställare och maskinoperatörer, metallarbete (4) | Kundtjänstpersonal (3) | Företagssäljare (3)
2026-06-26;Lernia;183;209;140;144;94;94;21;21;51.4;88.0;18.0;0.0;71.0;100.0;Västra Götalands län (55) | Hallands län (26) | Jönköpings län (21);Västra Götalands län (28) | Hallands län (14) | Jönköpings län (12);Industriell tillverkning (68) | Transport, distribution, lager (35) | Installation, drift, underhåll (27);Truckförare (21) | Maskinställare och maskinoperatörer, metallarbete (19) | Underhållsmekaniker och maskinreparatörer (13) | Lager- och terminalpersonal (10) | Betongarbetare (9)
2026-06-26;Adecco;145;260;139;241;69;117;34;54;47.6;86.2;30.3;0.0;58.6;100.0;Västra Götalands län (33) | Stockholms län (18) | Skåne län (16);Stockholms län (13) | Västra Götalands län (13) | Uppsala län (8);Yrken med teknisk inriktning (33) | Industriell tillverkning (29) | Administration, ekonomi, juridik (26);Ingenjörer och tekniker inom maskinteknik (15) | Övriga kontorsassistenter och sekreterare (7) | Maskinställare och maskinoperatörer, metallarbete (7) | Truckförare (6) | Inköpare och upphandlare (5)
